id,predicted_income
LOA-19TRX8AE,35740.95480987709
LOA-D5B5J5PA,34358.33607196313
LOA-C8TU3VR5,67301.46051374829
LOA-N6Q5JK7L,74704.89507431068
LOA-TRZRY4D3,33481.3239185924
LOA-CJT6L2DV,122063.43402199993
LOA-7EFFSM2Y,28337.699080957504
LOA-XY4BCGS7,27855.851619857094
LOA-2SKYSYPJ,41607.7836271031
LOA-X9AD6SAA,49065.789730747
LOA-G6DS6N3C,29264.908371600646
LOA-VZ3HBK78,37114.59001120078
LOA-U6ZBYMRF,39427.15380704966
LOA-HCM95GVT,49861.77752297695
LOA-Y4JD5Q1V,41289.727255905644
LOA-CJPRN1ZU,33111.85689270352
LOA-18QXEGG2,40962.5541887242
LOA-R2CEEGQQ,43088.212210589685
LOA-8M299FSJ,19466.270430559198
M1EGZG7P,30004.526998475245
LOA-YTV8YR37,29602.0230219394
48UJ2Q1X,35015.25184560906
LOA-AF1VSFBJ,27584.860605689497
LOA-2ML6X9TR,67129.45393875054
BC1TH657,22171.829980870792
LOA-6RTPXX3P,96968.18399119884
LOA-7JMFFXQN,57046.91314283169
ACGD6ZNR,46691.50726038251
LOA-NUS6MG4D,33312.252839648005
LOA-1NQH6BUG,27798.474614033872
LOA-YF1NJZBD,28595.851992142852
LOA-P7HDR6J3,37788.158337109126
LOA-RSF3CQ7Z,33443.75129753625
LOA-FPXFU8X4,30925.235271068992
LOA-L3D1NPMA,31194.178241889924
JXKS4HKU,34227.658008963
LOA-8TTBVMTX,34237.786743268385
T9DTSV6B,27779.940527498406
LOA-MBDGZ9MT,43414.11872759838
LOA-TPF5RQ3M,51209.69452315166
LOA-N56DFUFG,30658.51007244983
LOA-5ZAGB37G,29236.943214636067
V95NA5U5,36920.70402715118
LOA-TNQ164ZN,44802.82673743559
F14QG889,32500.05989110474
LOA-C34PSFX4,33812.036269809905
LOA-L28SQ1NF,25990.812462091704
LOA-DCAA21NF,40571.14806841807
LOA-LJDH56Q6,22003.529997744732
LOA-HJL92VG9,35852.635207793806
D7QJ2X4C,26662.06650195542
LOA-TUR5Y9PH,28531.881788637376
2ZSNU8VH,26967.992273608
LOA-QXEHH8HE,28166.86132456804
LOA-4UDNXQ7A,33402.763289364084
LOA-5MY2CBYZ,31353.796596468506
LOA-EKJF6AUS,37904.572301915934
LOA-ZAX8U1HL,41596.611783378175
LOA-SHZZN4M4,47040.02620922928
LOA-KQHCT984,33655.36746741028
XME7NTGG,36355.299086629966
LOA-7PDC7CQM,22721.739054113616
LOA-3PH666NZ,36916.29507240794
LOA-4SPHLT8D,53255.747956009756
LOA-TK4QBLU3,19950.75073880168
LOA-4HL6NFB8,49637.387758040175
N4VZSSCN,39458.68157294828
N4VZSSCN,37930.540763132216
LOA-HPMJ7XLU,33871.023133350565
LOA-46J8G17Y,36796.33297594516
LOA-ZHEHRPQ4,32796.090866476705
LOA-S2TDB59U,116398.83585861693
LOA-FBMJN32N,38207.805175535905
LOA-TF6342LX,29346.398819201164
BNFRCMZQ,40038.70956885909
LOA-AJ5BB43Y,27350.41289971436
I9FE2X31,32533.749163247605
LOA-NN43AQ17,28767.766809243738
LOA-6M1UYE5P,43986.04569782395
LOA-UH12FX6B,36445.80912016751
LOA-1XBUAAJQ,33663.086012813816
LOA-LFV5234X,33038.40466261099
IJVTDUIG,29214.985769283205
LOA-MDTCTZX7,30342.412051891984
LOA-QNSZTF25,83189.96033897635
LOA-9GL5H5A9,34926.73943709007
LOA-A31PR6SK,50320.06698818681
LOA-TL7LDETQ,41672.58904367521
LOA-1Q1LEXHF,26964.70520101441
LOA-TXJU3G3D,39498.94667871436
LOA-1BS218PY,33792.91339725591
LOA-F1G5VSG9,67431.11295122062
LOA-DQGP44FF,21484.519662294406
LOA-UVGJDSTS,39183.36466165137
LOA-KD7FSR6U,26794.549643277685
LOA-E4LMQJUM,27965.439131861436
LOA-E3DTMYHP,34996.31548806949
LOA-E3DTMYHP,36566.29945379507
LOA-42GQF7EB,44456.250045436915
LOA-NCAGR93U,35583.25217239451
LOA-U4QJ6AZ6,26809.16616046796
LOA-EP67VMHN,107304.77675610366
LOA-EKJMHLBL,37037.92292320075
LOA-GD5MH12N,48627.11629306986
LOA-2KXCMSGG,26756.25420507213
LOA-BP2JD5HL,32245.044193342434
LOA-DRUQ4UPR,27707.169488598567
LOA-XHSRP2L7,31734.645255390857
LOA-JKSX29C6,54317.043153925915
LOA-Y612XVDU,29644.75014966318
LOA-EV7N3CLL,39677.03664585596
LOA-YFD5PMR3,28293.954863428902
LOA-QLMC2VV9,36097.436034247716
LOA-7NLCLMTF,31317.950877865205
LOA-2NGQVQ6M,34823.446205038534
LOA-VS3JNB6B,28021.93084412884
XQ5SLY8Z,31134.236660738337
LOA-XMEZ3EJQ,104851.83882026466
LOA-E7ZTFRZV,27533.129249521113
LOA-39QN97LH,39582.88349668661
LOA-KUBH82NC,30075.6360406794
LOA-LNE1PRUR,41337.156939465014
LOA-BKSDAXHG,31835.44657059532
LOA-ZV3EDNGH,32108.495032247283
LOA-R5EYVBFJ,31897.838233770948
LOA-EZ7F21RL,40284.442589345286
LOA-DV1TTX8A,36744.56120954687
LOA-ZAKJCZTM,28048.01269873066
LOA-H99AB7PL,23257.104552755733
LOA-VX13ZA1Q,32690.533600824474
LOA-ZYCVQLUA,34506.780703791184
LOA-Z399ND5X,29763.106527092994
LOA-KA3NF656,35398.74654229201
LOA-YHFV22PF,40590.50185061472
LOA-728XFM3N,28934.692411709457
LOA-6P7GC9R5,46163.11349976889
LOA-HSAHSXZB,27676.82957830827
LOA-PXDVG6PQ,34506.5166364905
LOA-9J67GXX9,89284.06203614642
LOA-Y171VP4L,56409.670151454455
LOA-L4R367Z8,82489.51533976571
LOA-DF2AFY98,47330.61161330082
LOA-NZZ5VXA1,38135.39403245758
LOA-NZZ5VXA1,38621.849661760396
LOA-H1UKJGZF,35825.143779561055
LOA-RDVH7534,40083.410078042216
LOA-9JCU9LU3,40506.958509563745
LOA-9JCU9LU3,40506.958509563745
LOA-9JCU9LU3,41187.018379031215
LOA-24HFCSVC,30587.764257107323
LOA-RQVPCE4B,31554.619853843473
LOA-T2YQPEJK,62137.39861199043
LOA-8MS7YZDL,31787.786338344566
LOA-UXG6VFRT,32247.57014450455
LOA-R6SDCSZ5,53148.21082378553
LOA-ZPL312UY,34234.51442296409
LOA-6DX429UJ,30703.42769831142
4ZYAKHDE,53915.084736246456
LOA-2622V9HY,34875.54521491175
LOA-FD71JKCN,37484.02170460904
LOA-583DPKTF,67023.36647969246
LOA-D9GD16D7,23623.01053561789
LOA-XFNZGYGR,26180.435509116214
LOA-XFNZGYGR,25391.382011739053
LOA-Y16RG259,27843.599348284082
LOA-JS814USZ,23186.25344508322
LOA-JQQQCA2R,35477.77900104005
LOA-CN23GRJ6,26620.9903817978
LOA-KGM9BEMC,30571.959734610988
LOA-T996LYKD,21587.359883798217
LOA-6GJT2CFX,43288.696900254596
LOA-PJHCFYFH,30408.169157963257
LOA-NM92RS6M,26226.78714251737
LOA-DF1U5QRU,27122.420981928735
LOA-1D9FT7GB,33968.4969323183
LOA-LU25135T,33703.98726459044
LOA-VJCSJ63X,44066.76170642766
LOA-BVLD7CJY,19488.9510227216
LOA-1SC5UHF7,36117.88930441516
LOA-3N68G49X,40693.191636467454
LOA-XTLEVVBK,83072.78004671908
Y8LJ8FRG,29298.487705112813
LOA-HX4MQ9KH,41286.45979685754
LOA-TBQRV5BT,29367.393585959395
LOA-QN5G65CP,38859.42068158429
LOA-K7M89PCJ,32973.32040728003
LOA-F9KA6EEU,32554.886365887996
LOA-UGJ15QS2,33643.9340066805
LOA-ZR3GUDU6,33898.25218115638
LOA-8MJLDMYY,24969.52075901224
LOA-D3KV62JC,28059.217096876277
LOA-C5FMH8EK,28334.963841250217
LOA-7QXXZTUC,24362.152167330616
LOA-VLDR8YFL,35532.33171937046
LOA-EECQZAQ7,32581.10156096965
LOA-ACXH4Z3V,32136.07842114421
LOA-RH54YFKY,31732.341124575563
LOA-BJQ2ERZK,31788.307005559436
LOA-6B81GFLE,33884.684452632864
LOA-YYMLYU73,30617.089268766103
HRQLLRNU,31283.3405982733
HRQLLRNU,31283.3405982733
LOA-Q4DSQ5PB,32302.549001452462
LOA-R8TXJF2Z,79944.33539572317
LOA-TPCQ1V4F,29285.044714775544
LOA-8BTAR4XM,30143.35346897756
LOA-N2RDQZTF,37949.944137048835
LOA-8UGX8393,36589.08371705627
LOA-ZQ7SXK1T,26819.255793306704
LOA-2SP6QR3N,35049.1588632144
LOA-NQRUNKKU,49628.41012101513
LOA-S7LZPMSA,36275.521744939324
LOA-K5657EZF,23973.175783923427
LOA-TFZGMUTM,30595.50695481804
LOA-VUFTYURE,73170.4658580061
LOA-VUXY96HN,38229.35973863205
LOA-A4R6G49T,30792.903879423437
IY1ICGEY,32516.41112590276
LOA-3YLRJ2KK,36434.074926007874
LK5FXYSU,30477.03565031646
IMUSX2E2,21939.47199161913
LOA-91G6GZV3,87916.15448373041
LOA-91G6GZV3,87949.60899827868
59X6T7VN,30064.589016260856
59X6T7VN,30064.589016260856
LOA-1YMNHQNU,67641.9296209779
LOA-DYVN3MGN,26704.258693452455
LOA-LMJ5J62N,31521.340901426927
LOA-R3JKYF68,39001.48261801139
LOA-LTHGPHE5,38460.64375063285
LOA-68DPR9SS,46839.09435546548
LOA-TT4LYKAT,42027.36098287944
YKYVXKIZ,36161.80549055332
29PZQ8FT,22350.740936641567
LOA-KJN6N7EV,32194.153859167705
LOA-FRHK5ELN,30982.157668253847
LOA-FRHK5ELN,30982.157668253847
LOA-Q3UJQUH8,45080.587920508886
LOA-Q3UJQUH8,45601.73698646101
LOA-AUB16Y1H,34502.65128711669
LOA-ZBKZEBR1,45030.89822275199
XKLT8ATM,37725.35958458582
LOA-VBNQV1HN,30987.46058477581
LOA-318MR7RS,32884.27681398559
LOA-HXU1VK4A,40524.68283970852
LOA-R5M3HMKZ,52433.18626192685
HNTA5DZM,44939.754275216386
LOA-E24GELMB,21784.45606939345
LOA-QJQBPV7T,35770.215992276266
LOA-QJQBPV7T,35770.215992276266
LOA-QDBT8N56,67849.53493975793
LOA-YKZ6S1YS,30004.07135263697
LOA-JHUJ339D,43467.35976866391
FTQISY8Q,32516.515209220586
LOA-MUERAKBU,35133.74944006617
LOA-DAXR3N8K,33024.50308129535
LOA-R6AP9TS4,37738.82228577882
LOA-DTZS2BM9,31508.827631591208
GCS93339,29095.870552827633
C8B54LM4,27931.320856148322
LOA-SLEJQD9U,115746.87567477116
LOA-HF32XVCG,25262.95623675614
LOA-HF32XVCG,25262.95623675614
LOA-2UZGFR6N,46985.759366114275
X9TRNJVJ,36242.36189437975
ZH7E4ND2,30986.006448016506
LOA-ANXEYVB7,24531.215171405936
LOA-2MG4H9FA,31282.80372966877
LOA-14TF7HCD,33074.451631906326
A2ZJEHRA,31123.396165894486
LOA-9RVHTPGU,32725.493251212723
LOA-HPL1Y3PF,38539.254878607375
LOA-HPL1Y3PF,38404.6180565167
LOA-ZETXB5NP,43846.61545971088
LOA-CML3H4PL,51526.0751597129
LOA-ZRM2551Z,37163.78015915214
TQYM8XGG,45798.37252369319
JNZ3RQAN,31118.263900358954
LOA-ZV9Q5ELS,29131.91037376703
MHBQRBEG,28104.337697036135
LOA-AJC9TG5C,43607.32037899752
4XEJVSAU,24605.935128118228
LOA-KHFX6ZGD,30305.67537619721
TVBBBKDN,72963.37292405752
LOA-NHHRVZT1,41241.01651694297
LOA-GQ19D98A,32160.121804834693
3LHVP441,46258.54047226116
LOA-8HGHQ3ZD,30763.616456543637
LOA-VJX98AYM,35267.18987858994
MZ72PC1Y,29618.38525476074
LOA-7CN5LFDM,21696.879018899584
LOA-S88MEVH4,58412.250874403646
LOA-HJZX9VUD,32873.7785253265
LOA-FG4JJJL1,40772.90453189594
LOA-FG4JJJL1,40806.35904644421
LOA-M41YPZFZ,40405.950734224476
LOA-4HPGP4F4,31172.63445896007
KJCVKJI3,31610.414681094935
LOA-MQSGTV3K,31142.228367105356
LOA-RL6ABSE8,39924.54094083827
LOA-EBQ5DB3A,86597.98925159979
6UIHVJBG,28250.21651922991
LOA-RKDPUU8R,17189.673418847342
LOA-LGC9GVCK,51702.60983425124
LOA-BBRN5ZQC,28941.74946988255
LOA-R1KQJA9F,31772.883108762806
LOA-N1C8YVRB,49270.68675283692
LOA-EYKLGTAD,36700.23341936254
LOA-PLV8DJLK,28287.7373588082
LOA-DPECABP2,31201.019842384834
L34K7NF5,30269.289173560166
7INNA3M7,31864.485218173046
LOA-HZMHGUU3,26660.704189243184
LOA-2CJSVPT3,28774.7177660776
LOA-26P76CVZ,29067.723648842228
LOA-EDUNGYDE,28803.58846410776
LOA-F5314LS4,30449.569644405616
LOA-XG39QFQ9,44522.87889234764
SPH1QGNU,26416.10198003659
NF25LCL8,28251.500092212493
LOA-XMYYFUK4,31244.5637097175
LOA-R2694CZE,41667.8553293962
LOA-R2694CZE,40786.825682038325
LOA-XF1UN2YB,26166.433663970227
LOA-8ZLLTHM3,30120.678020588795
LOA-MYNG9HTS,30411.849565262233
LOA-UE4897QN,30647.394118742097
LOA-VHLQGGVU,18481.870224155882
LOA-MG3TM3X8,32615.248466348432
LOA-4V6RUYK4,54723.063859848335
LOA-MC5CAA2L,29395.200849196837
LOA-H5MFSLG3,42089.174056930555
LOA-5TSQAGB1,38998.619110312124
LOA-FH28D7EN,41161.06527781606
LOA-NMTFX779,79694.1803084431
LOA-RNXQDRXD,25690.1918166614
LOA-RQBYSPYX,24957.223734174942
LOA-VTMHPZEJ,23253.404641541518
GMTCYK5Z,22886.17855951896
LOA-UHQFZ145,31511.409208193403
LOA-BVKSLLU9,28177.206170015652
LOA-BVKSLLU9,28454.13736829214
LOA-B51YU3SR,41645.73498487707
LOA-M57N7XLY,33944.97610050395
AA4GMJIR,29601.626994841594
AA4GMJIR,29601.626994841594
LOA-X8CHL58M,55051.684028913834
LOA-QAAH42RN,28693.577691844068
98XMB7EH,29194.946051303756
LOA-ECRHZS8X,41742.74872841411
LOA-J9MD78N6,26808.90811695763
LOA-BKCXM5ZU,24000.983066332006
LOA-64ZEPRL5,27812.499305568832
LOA-B7NXHABA,63214.11489523419
LOA-G1M1DL32,27532.19163689199
LOA-HMYVRPP8,24256.16648898512
LOA-9AM66TYS,53248.32823292086
LOA-87MAZ7K5,32562.519957440036
LOA-CULK5T9P,30015.983808873254
LOA-B6UHMARA,29237.641751659132
LOA-8UV375XU,31547.87691183152
LOA-4DH7B9MC,28508.27566303121
SN3TXKK8,27547.251016224465
LOA-V5CCPA15,24849.611625899484
LOA-LQVGX8ZT,41525.91236250625
LOA-D5NMGT6S,28038.208136492864
LOA-FH383X1E,40527.183279804216
LOA-GXYFN6UU,31871.36239419416
LOA-KD71JRPB,40596.69711182712
LOA-KD71JRPB,40385.211274233836
LOA-7TTUDETG,34873.73599265737
LOA-GSNDX175,37761.92047867755
LOA-2TA53P52,20097.317825807848
LOA-S32N3CVN,26836.303484673394
LOA-S32N3CVN,26300.425665217055
LOA-S32N3CVN,26836.303484673394
LOA-S32N3CVN,25200.526494521102
LOA-EF7XXK5T,40777.21496636674
LOA-MVF7PQNM,28098.002749783078
LOA-HSJ65U21,27706.707810235308
LOA-H9PQ1P1D,46286.16732581987
LOA-7ZYA8BS5,42216.872476999415
LOA-VYYEH6GV,43465.99288058048
LOA-47FLTYUV,28788.186072779532
LOA-YNDRXSD6,29332.12325955276
FE8UJTHA,38558.95179799781
LOA-7UBUCCP5,40551.52947777488
LOA-7UF8B42X,37543.54213524259
LOA-2R5HNV9M,41555.71087614291
LOA-FSM17UG8,31537.918744589853
LOA-VEUEU4TE,28447.573235807835
LOA-2CXC2BRT,62772.70563377744
LOA-LB2369BK,31109.81040199768
LOA-RGRTH7TB,33810.85149477649
LOA-NMVLZVV2,35678.50604818523
LOA-TSGM778T,44428.71359025863
LOA-YKVNMZ1S,50556.634689502025
LOA-4H1GVTQR,37086.02518073842
LOA-51267EB6,23023.21264213723
LOA-6AQUZ2JH,27155.65949604003
LOA-J2536UFK,31146.440218268206
LOA-J2536UFK,31146.440218268206
LOA-Q4DBZ79E,34055.42683083001
LOA-LVH8F6ZR,36024.919792260116
LOA-X8S98T3S,37831.87772288559
LOA-NKM1NKNV,35159.8641723428
LOA-3PEA1DHC,62913.01182017445
LOA-D83P423Z,43351.17337334785
LOA-CVML9VCZ,23680.113563742052
LOA-CVML9VCZ,24139.22145050692
LOA-Q9L9HN15,40437.46307915609
LOA-Q9L9HN15,40437.46307915609
LOA-KCYBXLT8,21916.522937447622
LOA-13QLQKQT,46292.235686552114
LOA-F8C4TVYU,43906.990661713935
LOA-PCK4YT9Y,34777.385805837286
LOA-BFYTQ5CU,21968.844814736614
LOA-2BUXQ51P,43222.48418640881
LOA-6Y3CNYD8,22314.66505426712
LOA-LKXV57CR,30136.610608122828
LOA-4C2L3YRR,40369.83282342131
LOA-C7KQEF9E,28761.036889951887
LOA-7NHXPA7E,35377.90823616226
LOA-DCR4QZ1S,66653.47497044945
LOA-8SYADNF4,67388.29708754539
LOA-RV4H4RB2,41110.04368052729
LOA-57K38BSU,37584.42601608399
LOA-57K38BSU,36881.480963345195
LOA-KEUL55HU,41312.68100365251
LOA-1M3KM6YN,34382.05891549593
LOA-E3PSMYYD,31228.900414188967
LOA-7L1D2PQ7,57527.62355909974
LOA-YNG7A4G7,28779.40080239787
LOA-YNG7A4G7,28809.08476355712
LOA-6NJQ8TVP,28174.18068398341
LOA-LENCVPKM,34920.41632306228
LOA-LENCVPKM,34920.41632306228
LOA-62HZ7TD1,74835.20397589175
LOA-DJALHTQH,25744.06211550418
LOA-HMTNH77S,34275.98173387238
LOA-Q2UKSSPP,27718.316409836498
LOA-JZ4ZB9XU,49033.25977051034
LOA-UQGZY3XY,28894.96472297335
LOA-9BN26HSD,29838.832011277656
LOA-N2PLC45V,50927.796802607874
LOA-MV37XJ9P,32330.484344079698
LOA-8SCB2EQM,32193.156512010202
LOA-8SCB2EQM,32193.156512010202
LOA-BC5X54F4,23311.469830370508
LOA-CK3YX8SU,44480.40381921883
LOA-9AXXDH3J,43365.115775400336
LOA-CHD9JAF8,66571.24138456075
LOA-KC48E3U2,41833.527533716275
LOA-7F4U4H5C,31415.891686931798
LOA-Z2Y7BTTS,69538.68201872446
LOA-U287FET1,27468.208189487428
LOA-3LJ4CRF9,61675.294929396085
LOA-MP36K212,36704.370189581954
LOA-J9N2GPCR,33142.54698985425
LOA-KSXYQRRM,35169.86018710544
N1VDISLM,34667.25126912272
2BX5AZUC,32577.057066076184
3NXH1GM3,35855.061244072975
LOA-LT5PM2LK,37580.17156431932
LOA-GJJNQGV2,35259.33932164591
LOA-BRLLERE6,27159.52410624907
LOA-ZNBCNBM2,58258.888287283495
LOA-ZNBCNBM2,58344.39252147543
LOA-XUGY2LB5,52101.89323994053
FEUSQSIL,30375.946038329086
LOA-A6A4JZGV,81481.44701758827
LOA-NNSCU4Q2,45143.70770132581
LOA-MCM8XQDB,61168.44586752115
LOA-KTFAEK71,35353.20912148367
LOA-XBLHTJL1,34874.585517669664
FLZM9EZK,47078.63854836738
LOA-KY1CP1AQ,22078.453824744884
LOA-V56UTQ6G,41657.09679954582
4B83R49I,28751.59093981499
4B83R49I,28751.59093981499
LOA-J19BJTUT,22513.851956758244
LOA-1KQAJZ67,33564.197677651246
PK5FE88N,39887.52612727879
LOA-Q1EL599V,33386.63813425234
LOA-877HLUEN,37982.74128245178
4Y9QE5UJ,50398.357476161415
LOA-BTHDM2EE,22804.25651657975
LOA-DJU24GUC,29063.885693910415
MPM7RYBI,74547.13903452361
LOA-ERH3LVGB,44892.187546292436
6PPUM9V8,35816.487607483126
LOA-DBS4EE69,80920.85453936853
LOA-8Z6R1Y6A,35335.5255925471
LOA-H5Y2EMH6,30875.39711639558
LOA-5QBK674Q,25036.63206025847
QPMY6LLJ,32394.93266954853
LOA-VGXHC7QU,38066.53146900516
EM6AP3Z8,22022.09868294794
LOA-D7B34L8K,32552.22607723273
LOA-NNNP82GT,33201.40199908038
LOA-E33RYSPV,48295.99034292143
LOA-F5KXPBH9,30999.659863350058
2BJQ9JGJ,40400.639664597955
LOA-3TU924LY,61400.39129618046
LOA-Z3FSBZA5,28076.434131008555
LOA-F2M477ZA,22633.78105882031
HA9FA4VE,30871.30459496366
LOA-28364K28,31285.68267669958
LOA-EVR3Q198,52424.61862273597
LOA-PC5PBZA9,34802.04522943197
LOA-EKVRRAYN,40072.99800661608
SJFDDM23,32754.86509376182
LOA-53TZZ7SL,36476.171660110325
LOA-LP7V629L,32399.187145758424
LOA-M5ASREEQ,35420.06047327537
LOA-L92TFN8G,55716.12385604944
LOA-X7LL61DQ,24750.393756577647
BSTU2S6R,76105.48649276425
LOA-TTT4JV12,27914.10969516557
QKV91D8H,115650.86479402908
LOA-CGJV3CL8,30140.502140584867
LOA-EMECDAFJ,40710.24851179971
LOA-XD34RMNB,32026.728981388056
LOA-QGEP4Q8U,34923.40060893331
LOA-MAKYS4AT,47840.353052887804
LOA-MAKYS4AT,46290.25934797761
GFHHZR51,31627.956640634522
LOA-MD2UYNLL,34107.90027184259
LOA-FXXRMB4U,32313.877413856942
LOA-2KV4R2J3,39136.74981573965
LOA-UH811JLA,42669.42731376059
LOA-NLPXZHEM,41333.76410944
LOA-DVYFNZ7Z,32857.780687259015
LOA-4YAHH457,23959.876969182747
LOA-RCXAN3AY,42901.403751880294
LOA-5MBX2TMY,76941.59226372924
LOA-EE72CUAX,30626.308521447427
LOA-G611FY53,24553.260299395668
LOA-NC3DMZVX,21775.567061358215
LOA-GH3TRAG8,37138.82899270023
LOA-GS47J9Y1,31899.070385272695
LOA-QQZ3AUZ4,29832.123777596255
LOA-3GNM847S,95136.18219266865
LOA-8RB3JXMY,35038.14568057208
LOA-JFS9KMJ5,33796.02810488621
LOA-58TJ4XYM,35389.45126901592
LOA-QSTM6LG5,42529.656967762756
LOA-S9RLV2UC,29238.380046618746
LOA-DFSC34SU,38470.21363540263
LOA-X1RE9JMD,38586.40407069145
LOA-MNJP9G3D,35299.830002549046
LOA-XEJTZXTZ,45499.81199684116
LOA-DH62FJJE,31498.375793676852
LOA-D4GLCGJ1,30258.213926401775
8IXQGIRI,30967.94058600941
LOA-CBT1ABFG,27194.765006579048
LOA-HXBD5LU8,111511.32122371167
LOA-F4DPGVA6,41225.19891889156
LOA-6F79S7X8,30916.509867215074
LOA-KQCFAKHZ,53621.64544428064
LOA-HXQ5GSVF,30699.960810610075
LTFAJM96,34590.407790690835
LOA-P9X3FFH7,72613.23332239309
LOA-J46ESUPH,39261.39545587711
LOA-6HALDSKL,31815.778554193515
LOA-VV2PQPQ1,42626.498563587826
