id,predicted_income
LOA-GXYEMES2,28884.063305963547
LOA-GXYEMES2,28884.063305963547
LOA-TYNS3GE3,31444.18585920883
LOA-TYNS3GE3,31396.986939499136
LOA-C6C3BSDL,63838.95456057436
LOA-7MFM3RGH,28354.334765088985
H3TK3A2J,27352.85336386115
H3TK3A2J,27646.586497820368
LOA-6351GNB4,33947.829282072475
LOA-1TCE4YDU,27440.29477899222
LOA-1TCE4YDU,27309.312993218005
LOA-Y6AM7GEK,28974.838083277802
LOA-URJ3VD36,42040.20723138156
LOA-HF3MH5ZF,29857.92309319401
LOA-69HUA4MY,29340.374267235562
LOA-TPGUCEY8,47354.99459828733
LOA-783MPA2E,34342.05361352231
LOA-RHU8LMZN,26089.24885322649
LOA-PTEMQXPR,24734.41669942058
LOA-T8CRGNP2,27996.366612745594
LOA-T8CRGNP2,27996.366612745594
LOA-CBYRQCXP,32971.105242255726
LOA-MDAN4M23,43156.177179030274
LOA-T8AAPUJK,31805.509233223132
LOA-5K6TKBHM,41364.963083887065
LOA-EPS789E7,40981.60111203545
LOA-ABJYUC8K,29581.88994774747
LOA-FQ41XQHA,39558.36589371358
1PUK3NN2,31551.683623489702
LOA-MBB182GE,30526.39025163605
LOA-L8XBFPCF,25251.82281632744
LOA-7GQANNVE,44220.960656730094
LOA-8BJP4QAL,25837.910548654232
LOA-N4JX55QK,33640.2096909635
LOA-B7PEUVYH,24997.420533127835
LOA-1VAHN7EV,28490.371061585694
LOA-1VAHN7EV,28490.371061585694
LOA-2BCZ633K,37673.26856022807
LOA-BDVKE7QP,28919.761377679253
LOA-NT197L91,37727.53295968218
LOA-BTYTJ4EB,35664.14910248219
LOA-71RBCMYQ,26666.55178532273
LOA-9AU2G9UL,32338.025550364433
LOA-NS5VP7B1,35886.59698801054
2KAUMCTN,38117.492069850734
LOA-6J7BFR6N,45751.41045441454
LOA-6J7BFR6N,44567.942734731594
LOA-5Q3KL7MQ,41374.90350680641
LOA-PJLLVYU9,27747.194207848217
LOA-1GH961ER,35044.763961519784
LOA-MH5BE46B,35724.1067695465
LOA-Q83RCC7M,28366.868311676066
LOA-DKKNEDRS,28416.746605937537
LOA-576BVUDB,31436.024488225685
LOA-9YSA3ZML,87507.77984137318
LOA-5J8GPQUA,36543.32500862809
LOA-4JR9D4YP,87937.88804180152
LOA-8A4L8BU8,30889.66088171685
LOA-9K2TPVMY,38087.26286761803
LOA-TJT13ABB,40848.375333814314
LOA-755NUN7E,56159.8401934945
LOA-UP63CF8M,22675.664685427462
LOA-MH2FYNSL,33102.22013339939
LOA-MH2FYNSL,34573.12150767978
LOA-PGPG6PVK,50726.59704968167
LOA-4774XY9J,27469.83380053144
LOA-MM6485PP,44829.46086968141
LOA-TNM2Z76Z,65261.56691824291
LOA-9YZ1JPHB,37342.825004833925
LOA-UMJMPUSP,33588.37340677652
LOA-VYKHBDD6,44893.54676331057
QTC33S9I,54615.51670428291
LOA-EM48Y8HD,56101.0071568744
LOA-DZMKLKK9,42728.594353123175
LOA-18HP6G52,36493.97561229755
LOA-3CRLKP2C,51855.89803716728
1FBDH4CI,86755.53386056176
LOA-PCKYFVAJ,76717.24117734493
2RXLTAB1,27142.641325342483
LOA-J9JK8GSS,36587.36238958937
LOA-L1MDK7XL,42808.33826981955
FRMD4P49,37100.68237111956
LOA-EHXGTZ9L,20942.87509550882
J1H278G2,32474.779073823724
LOA-SJKRJCVA,45379.005251542985
LOA-325FCJXU,41308.968395565375
DJTDK3LM,33465.00339997756
LOA-PGG896ML,41545.13660762952
LOA-KAHQDTMG,45285.44894161129
LOA-YEK3QU6T,30657.626736807295
LOA-G4DKCVJ4,62377.91971648694
LOA-TAL6JTBJ,36829.72985180863
LOA-P9RMR8UG,41727.26987886266
FGZFIGZS,47332.281623348
LOA-TFLQ7KHY,37352.03063608662
LOA-JAZY8GCJ,84681.39153802581
LOA-NPBABG9F,38572.19279786885
LOA-UK6NJFXA,22845.062470867975
LOA-B13BC4G5,30835.130102844458
LOA-J44N982P,30941.1881198747
LOA-EFLLVKB8,54378.06021859578
HB5M9YDH,74034.71289975154
9HYKVE83,31532.241653980254
LOA-3CBZRSB8,45763.58306854902
5CX2S2TX,30614.123353646602
LOA-998AYZQZ,31583.623622358
LOA-LC7JZP87,54194.93664833855
LOA-STURF9JJ,69877.2698691273
LOA-CGMRXPTM,30985.696734768626
LOA-6QJMRTV2,45062.81106380433
VMNACHP6,34254.86014199215
LOA-E1RXJE3H,30122.049691816464
LOA-277F77GR,41693.91631343079
LOA-VS8UDVLE,37198.41552047469
HDEV93Z1,46120.46076280829
LOA-U54B1YQS,34530.59238037323
LOA-2V6BD5TH,41477.042795186615
LOA-VT6DPZDD,33332.60931108784
LOA-5NHUPLY6,23837.08350642612
D3G5GCJK,26571.85013309139
LOA-ZFYJSGUZ,28394.91436808084
LOA-834XBDK1,36903.90220129184
N3KK925B,28004.655913328304
LOA-2SVEGPS8,32036.423149678754
LOA-Q48DULBQ,63928.335093518544
LOA-QQ3LLJ5A,28889.33345740306
LOA-8MC5T3ZV,32472.903615333144
59LNMB96,25487.300479421436
PTZPRZCZ,28724.110014957732
LOA-UTZ5R5P7,32709.289019426837
LOA-6N4VBJNL,40236.75275931384
LOA-47FAKK5P,29865.690202338956
U84N2RUX,29354.076912215565
LOA-KXHJFT6A,56698.220952747724
LOA-FFDXGMBK,43447.00967743466
LOA-PSA2HL53,23014.475218432264
LOA-XBDX2GM8,26458.78659611281
LOA-KPHQVEHV,30276.8463953868
LOA-Z82L71YS,33543.24888435047
LOA-LZZ78C77,102932.66546561147
LOA-8R83BMNE,33624.019030658805
LOA-3KKTVQ7L,78792.35737354387
LOA-DKRZTHVJ,43629.28151050274
LOA-TAC2DTRK,36712.69395556612
1UJVJQND,52948.660517439464
LOA-JM7R1KEE,30757.10550610405
LOA-SSFUTRVQ,32940.08887174456
LOA-QRJG5S8D,28245.442359637284
LOA-HVQZQVML,31280.341757086186
LOA-7GTPBS33,21179.57988173902
LOA-YL39KM99,32703.797860342307
LOA-AY2SHCL7,33488.05366459608
LOA-VYPTVXN1,26579.540557406282
LOA-EZVA8VQE,34046.965443076595
LOA-M5VSBU94,25264.0818280197
LOA-2MZT3UVZ,36274.52357534197
LOA-S23QXVC8,35066.39445099147
LOA-5C9F2CJR,40194.91607281237
3T48EBZY,40553.290140056866
LOA-TTH74QCS,23697.738934849498
LOA-FF691HA2,59144.27225917933
LOA-TASL25QX,23097.21855609264
LOA-GB7XEAG1,26481.566354404225
LOA-T4RN651F,47612.39783002141
LOA-C1KFVGVT,53178.95420831666
LOA-5Q55NSQ3,35457.843701505844
LOA-FCEGSCX4,29968.05444112317
LOA-B7YD1VPB,32379.031585029312
LOA-98XZRE7S,31945.944249779615
P65TBYXJ,31881.949752550772
EZ5AI5CJ,34161.945232559956
LOA-JLHYCCNC,30411.782035101645
LOA-JA337AEE,31336.575552483835
LOA-4Y36M6NP,34712.33263746541
LOA-6Q9DATYT,21498.82355585352
LOA-68HLZZUA,26426.87377651274
LOA-C35EFKXR,30002.552766404522
LOA-VKASNEKN,22804.806584615344
LOA-9RJP569A,36951.04634654004
LOA-V48ELP94,49068.91118392916
RPCRUYIT,24925.649249767426
LOA-D83JY5ZC,41525.36759542608
LOA-TX7XX23J,30131.03348773648
LOA-56VJPPNL,69247.42550496422
LOA-1DZ7R7ZU,39445.41002892738
LOA-DGJGJ3V9,81920.73309660182
LOA-8EFCVYFR,93024.91863393558
LOA-8EFCVYFR,93704.08883408872
LOA-RHLKF1C6,86295.77029327872
LOA-Q8V37XZQ,36087.318873577184
LOA-EALJ84JP,35319.23577030926
LOA-BEZY9VQC,39851.017463467666
LOA-Q7D12G85,35074.38874693251
LOA-DMKSJGZ3,32582.65436652517
LOA-1SZF5K9C,27338.07486319343
LOA-85H7GZ8Y,34119.81887978439
LOA-SKPYHP63,35109.71058528585
LOA-55UBXKV3,38848.69059342313
LOA-9XCHVU84,37811.12735073433
HHYPY3D8,22441.235712879938
LOA-4FRHF54G,40908.93390913305
LOA-T2HCKKSG,33101.190595301945
LOA-DDY15S6T,29859.25361880043
LOA-EF2MLX1X,35984.857149624935
LOA-92HEHV1N,37201.08273034023
LOA-TUHGNLE7,30086.52471902189
LOA-TRUQ85QL,47425.933744502865
LOA-QZFYJMB3,33005.95508609498
LOA-NZ4Y9ZF8,28301.097755082537
LOA-ANEMC176,22390.1810142539
LOA-1KM5S4TH,27671.15487513305
LOA-CR2J8MTE,45898.78858477657
LOA-CR2J8MTE,47216.59884272373
LOA-X798MKVQ,38834.43449030969
LOA-TFYAH89E,46362.94794171628
LOA-5XK1GT7K,36821.63487726047
LOA-VUV7LHRF,29726.174969031297
LOA-RU9Y3YGH,31771.072237411183
LOA-YQ25Y22B,52087.590130125405
FHAIAF2D,25345.532783089875
LOA-145491D7,28541.680290211243
L5KG5TAE,37734.25912132085
LOA-LSJ39Y6G,31942.02793273017
LOA-EKGH5G77,31623.190892488252
LOA-77R13YUN,25871.899060504165
LOA-J9L2GMSY,55623.43544683515
LOA-J9L2GMSY,55623.43544683515
LOA-K5MQN5LN,44170.709824573394
LOA-CUDBZNYJ,17592.785079128556
LOA-4SU8MAA3,26137.155902581024
LOA-AER3B9D9,37263.21096449926
LOA-GEBTJ6QQ,33931.93259437995
